name,iso_country,municipality,icao_code,iata_code
Northwest Alabama Regional Airport,US,Muscle Shoals,KMSL,MSL
Dane County Regional Truax Field,US,Madison,KMSN,MSN
Missoula International Airport,US,Missoula,KMSO,MSO
Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,US,Minneapolis,KMSP,MSP
Massena International Airport Richards Field,US,Massena,KMSS,MSS
Louis Armstrong New Orleans International Airport,US,New Orleans,KMSY,MSY
Montrose Regional Airport,US,Montrose,KMTJ,MTJ
Montauk Airport,US,Montauk,KMTP,MTP
Martha's Vineyard Airport,US,Martha's Vineyard,KMVY,MVY
Veterans Airport of Southern Illinois,US,Marion,KMWA,MWA
McCall Municipal Airport,US,McCall,KMYL,MYL
Myrtle Beach International Airport,US,Myrtle Beach,KMYR,MYR
Yuma International Airport / Marine Corps Air Station Yuma,US,Yuma,KNYL,YUM
Albert J Ellis Airport,US,Richlands,KOAJ,OAJ
San Francisco Bay Oakland International Airport,US,Oakland,KOAK,OAK
Ogden Hinckley Airport,US,Ogden,KOGD,OGD
Ogdensburg International Airport,US,Ogdensburg,KOGS,OGS
Will Rogers World Airport,US,Oklahoma City,KOKC,OKC
L M Clayton Airport,US,Wolf Point,KOLF,OLF
Olympia Regional Airport,US,Olympia,KOLM,OLM
Eppley Airfield,US,Omaha,KOMA,OMA
Ontario International Airport,US,Ontario,KONT,ONT
Miami-Opa Locka Executive Airport,US,Miami,KOPF,OPF
Chicago O'Hare International Airport,US,Chicago,KORD,ORD
Norfolk International Airport,US,Norfolk,KORF,ORF
Worcester Regional Airport,US,Worcester,KORH,ORH
Orcas Island Airport,US,Eastsound,KORS,ESD
Southwest Oregon Regional Airport,US,North Bend,KOTH,OTH
Owensboro Daviess County Airport,US,Owensboro,KOWB,OWB
Seattle Paine Field International Airport,US,Everett,KPAE,PAE
Barkley Regional Airport,US,Paducah,KPAH,PAH
Plattsburgh International Airport,US,Plattsburgh,KPBG,PBG
Palm Beach International Airport,US,West Palm Beach,KPBI,PBI
DeKalb Peachtree Airport,US,Atlanta,KPDK,PDK
Eastern Oregon Regional Airport at Pendleton,US,Pendleton,KPDT,PDT
Portland International Airport,US,Portland,KPDX,PDX
Page Municipal Airport,US,Page,KPGA,PGA
Punta Gorda Airport,US,Punta Gorda,KPGD,PGD
Pitt-Greenville Airport,US,Greenville,KPGV,PGV
Newport News Williamsburg International Airport,US,Newport News,KPHF,PHF
Philadelphia International Airport,US,Philadelphia,KPHL,PHL
Phoenix Sky Harbor International Airport,US,Phoenix,KPHX,PHX
General Wayne A. Downing Peoria International Airport,US,Peoria,KPIA,PIA
Hattiesburg Laurel Regional Airport,US,Moselle,KPIB,PIB
St. Petersburg Clearwater International Airport,US,Pinellas Park,KPIE,PIE
Pocatello Regional Airport,US,Pocatello,KPIH,PIH
Pierre Regional Airport,US,Pierre,KPIR,PIR
Pittsburgh International Airport,US,Pittsburgh,KPIT,PIT
Mid Ohio Valley Regional Airport,US,Parkersburg (Williamstown),KPKB,PKB
Pellston Regional Airport of Emmet County Airport,US,Pellston,KPLN,PLN
Pensacola International Airport,US,Pensacola,KPNS,PNS
Presque Isle International Airport,US,Presque Isle,KPQI,PQI
Prescott International Airport - Ernest A. Love Field,US,Prescott,KPRC,PRC
Tri Cities Airport,US,Pasco,KPSC,PSC
Portsmouth International at Pease Airport,US,Portsmouth,KPSM,PSM
Palm Springs International Airport,US,Palm Springs,KPSP,PSP
Pueblo Memorial Airport,US,Pueblo,KPUB,PUB
Pullman-Moscow Regional Airport,US,Pullman,KPUW,PUW
Theodore Francis Green State Airport,US,Warwick,KPVD,PVD
Provo-Utah Lake International Airport,US,Provo,KPVU,PVU
Portland International Jetport,US,Portland,KPWM,PWM
Rapid City Regional Airport,US,Rapid City,KRAP,RAP
Redding Municipal Airport,US,Redding,KRDD,RDD
Roberts Field,US,Redmond,KRDM,RDM
Raleigh Durham International Airport,US,Raleigh/Durham,KRDU,RDU
Chicago Rockford International Airport,US,Chicago/Rockford,KRFD,RFD
Rhinelander Oneida County Airport,US,Rhinelander,KRHI,RHI
Richmond International Airport,US,Richmond,KRIC,RIC
Central Wyoming Regional Airport,US,Riverton,KRIW,RIW
Knox County Regional Airport,US,Rockland,KRKD,RKD
Southwest Wyoming Regional Airport,US,Rock Springs,KRKS,RKS
Reno Tahoe International Airport,US,Reno,KRNO,RNO
Roanoke–Blacksburg Regional Airport,US,Roanoke,KROA,ROA
Frederick Douglass Greater Rochester International Airport,US,Rochester,KROC,ROC
Roswell Air Center Airport,US,Roswell,KROW,ROW
Rochester International Airport,US,Rochester,KRST,RST
Southwest Florida International Airport,US,Fort Myers,KRSW,RSW
Rutland - Southern Vermont Regional Airport,US,Rutland,KRUT,RUT
Santa Fe Municipal Airport,US,Santa Fe,KSAF,SAF
San Diego International Airport,US,San Diego,KSAN,SAN
San Antonio International Airport,US,San Antonio,KSAT,SAT
Savannah Hilton Head International Airport,US,Savannah,KSAV,SAV
Marquette/Sawyer International Airport,US,Gwinn,KSAW,MQT
Santa Barbara Municipal Airport,US,Santa Barbara,KSBA,SBA
San Bernardino International Airport,US,San Bernardino,KSBD,SBD
South Bend Regional Airport,US,South Bend,KSBN,SBN
San Luis County Regional Airport,US,San Luis Obispo,KSBP,SBP
Salisbury Ocean City Wicomico Regional Airport,US,Salisbury,KSBY,SBY
Stockton Metropolitan Airport,US,Stockton,KSCK,SCK
Louisville Muhammad Ali International Airport,US,Louisville,KSDF,SDF
Sidney - Richland Regional Airport,US,Sidney,KSDY,SDY
Seattle–Tacoma International Airport,US,Seattle,KSEA,SEA
Orlando Sanford International Airport,US,Orlando,KSFB,SFB
San Francisco International Airport,US,San Francisco,KSFO,SFO
Springfield Branson National Airport,US,Springfield,KSGF,SGF
Northeast Florida Regional Airport,US,St Augustine,KSGJ,UST
St George Regional Airport,US,St George,KSGU,SGU
Shenandoah Valley Regional Airport,US,Weyers Cave,KSHD,SHD
Sheridan County Airport,US,Sheridan,KSHR,SHR
Shreveport Regional Airport,US,Shreveport,KSHV,SHV
Norman Y. Mineta San Jose International Airport,US,San Jose,KSJC,SJC
San Angelo Regional Mathis Field,US,San Angelo,KSJT,SJT
Taos Regional Airport,US,Taos,KSKX,TSM
Salt Lake City International Airport,US,Salt Lake City,KSLC,SLC
Salem-Willamette Valley Airport/McNary Field,US,Salem,KSLE,SLE
Adirondack Regional Airport,US,Saranac Lake,KSLK,SLK
Salina Municipal Airport,US,Salina,KSLN,SLN
Sacramento International Airport,US,Sacramento,KSMF,SMF
Lemhi County Airport,US,Salmon,KSMN,SMN
Santa Maria Public Airport Captain G Allan Hancock Field,US,Santa Maria,KSMX,SMX
John Wayne Orange County International Airport,US,Santa Ana,KSNA,SNA
Show Low Regional Airport,US,Show Low,KSOW,SOW
Abraham Lincoln Capital Airport,US,Springfield,KSPI,SPI
Wichita Falls Municipal Airport / Sheppard Air Force Base,US,Wichita Falls,KSPS,SPS
San Carlos Airport,US,San Carlos,KSQL,SQL
Sarasota Bradenton International Airport,US,Sarasota/Bradenton,KSRQ,SRQ
Saint Cloud Regional Airport,US,Saint Cloud,KSTC,STC
St. Louis Lambert International Airport,US,St Louis,KSTL,STL
Charles M. Schulz Sonoma County Airport,US,Santa Rosa,KSTS,STS
Friedman Memorial Airport,US,Hailey,KSUN,SUN
Sioux Gateway Airport / Brigadier General Bud Day Field,US,Sioux City,KSUX,SUX
Grant County Airport,US,Silver City,KSVC,SVC
New York Stewart International Airport,US,Newburgh,KSWF,SWF
Stillwater Regional Airport,US,Stillwater,KSWO,SWO
Syracuse Hancock International Airport,US,Syracuse,KSYR,SYR
Waynesville-St. Robert Regional Airport-Forney Field,US,Fort Leonard Wood,KTBN,TBN
Teterboro Airport,US,Teterboro,KTEB,TEB
Telluride Regional Airport,US,Telluride,KTEX,TEX
Tacoma Narrows Airport,US,Tacoma,KTIW,TIW
Tallahassee Regional Airport,US,Tallahassee,KTLH,TLH
Eugene F. Kranz Toledo Express Airport,US,Toledo,KTOL,TOL
Tampa International Airport,US,Tampa,KTPA,TPA
Tri-Cities Regional TN/VA Airport,US,Blountville,KTRI,TRI
Truckee Tahoe Airport,US,Truckee,KTRK,TKF
Trenton Mercer Airport,US,Ewing Township,KTTN,TTN
Tulsa International Airport,US,Tulsa,KTUL,TUL
Tupelo Regional Airport,US,Tupelo,KTUP,TUP
Tucson International Airport / Morris Air National Guard Base,US,Tucson,KTUS,TUS
Cherry Capital Airport,US,Traverse City,KTVC,TVC
Thief River Falls Regional Airport,US,Thief River Falls,KTVF,TVF
Joslin Field Magic Valley Regional Airport,US,Twin Falls,KTWF,TWF
Texarkana Regional Airport (Webb Field),US,Texarkana,KTXK,TXK
Tyler Pounds Regional Airport,US,Tyler,KTYR,TYR
McGhee Tyson Airport,US,Alcoa,KTYS,TYS
Quincy Regional Airport Baldwin Field,US,Quincy,KUIN,UIN
State College Regional Airport,US,State College,KUNV,SCE
Newport State Airport,US,Newport,KUUU,NPT
Victoria Regional Airport,US,Victoria,KVCT,VCT
Vernal Regional Airport,US,Vernal,KVEL,VEL
Valdosta Regional Airport,US,Valdosta,KVLD,VLD
Destin-Fort Walton Beach Airport,US,Valparaiso,KVPS,VPS
Vero Beach Regional Airport,US,Vero Beach,KVRB,VRB
Westerly State Airport,US,Westerly,KWST,WST
Yellowstone Airport,US,West Yellowstone,KWYS,WYS
Northwest Arkansas National Airport,US,Fayetteville/Springdale/Rogers,KXNA,XNA
Williston Basin International Airport,US,Williston,KXWA,XWA
Yakima Air Terminal McAllister Field,US,Yakima,KYKM,YKM
Atka Airport,US,Atka,PAAK,AKB
Barter Island Long Range Radar Station Airport,US,Barter Island,PABA,BTI
Bethel Airport,US,Bethel,PABE,BET
Buckland Airport,US,Buckland,PABL,BKC
Wiley Post Will Rogers Memorial Airport,US,Utqiaġvik,PABR,BRW
Bettles Airport,US,Bettles,PABT,BTT
Cold Bay Airport,US,Cold Bay,PACD,CDB
Central Airport,US,Central,PACE,CEM
Chalkyitsik Airport,US,Chalkyitsik,PACI,CIK
Chefornak Airport,US,Chefornak,PACK,CYF
Scammon Bay Airport,US,Scammon Bay,PACM,SCM
Circle City (New) Airport,US,Circle,PACR,IRC
Merle K (Mudhole) Smith Airport,US,Cordova,PACV,CDV
Yakataga Airport,US,Yakataga,PACY,CYT
Deering Airport,US,Deering,PADE,DRG
Adak Airport,US,Adak,PADK,ADK
Dillingham Airport,US,Dillingham,PADL,DLG
Marshall Don Hunter Sr Airport,US,Marshall,PADM,MLL
Kodiak Airport,US,Kodiak,PADQ,ADQ
Tom Madsen (Dutch Harbor) Airport,US,Unalaska,PADU,DUT
Kongiganak Airport,US,Kongiganak,PADY,KKH
Eek Airport,US,Eek,PAEE,EEK
Eagle Airport,US,Eagle,PAEG,EAA
Emmonak Airport,US,Emmonak,PAEM,EMK
Kenai Municipal Airport,US,Kenai,PAEN,ENA
Mertarvik Airport,US,Mertarvik,PAEW,WWT
Fairbanks International Airport,US,Fairbanks,PAFA,FAI
Ambler Airport,US,Ambler,PAFM,ABL
Nikolai Airport,US,Nikolai,PAFS,NIB
Edward G. Pitka Sr Airport,US,Galena,PAGA,GAL
Kwigillingok Airport,US,Kwigillingok,PAGG,KWK
Shungnak Airport,US,Shungnak,PAGH,SHG
Gulkana Airport,US,Gulkana,PAGK,GKN
Golovin Airport,US,Golovin,PAGL,GLV
Gambell Airport,US,Gambell,PAGM,GAM
Gustavus Airport,US,Gustavus,PAGS,GST
Nightmute Airport,US,Nightmute,PAGT,NME
Skagway Airport,US,Skagway,PAGY,SGY
Holy Cross Airport,US,Holy Cross,PAHC,HCR
Huslia Airport,US,Huslia,PAHL,HSL
Haines Airport,US,Haines,PAHN,HNS
Homer Airport,US,Homer,PAHO,HOM
Hooper Bay Airport,US,Hooper Bay,PAHP,HPB
Hughes Airport,US,Hughes,PAHU,HUS
Igiugig Airport,US,Igiugig,PAIG,IGG
Egegik Airport,US,Egegik,PAII,EGX
Bob Baker Memorial Airport,US,Kiana,PAIK,IAN
Iliamna Airport,US,Iliamna,PAIL,ILI
Indian Mountain LRRS Airport,US,Utopia Creek,PAIM,UTO
Wales Airport,US,Wales,PAIW,WAA
Juneau International Airport,US,Juneau,PAJN,JNU
Koliganek Airport,US,Koliganek,PAJZ,KGK
False Pass Airport,US,False Pass,PAKF,KFP
Akhiok Airport,US,Akhiok,PAKH,AKK
Kipnuk Airport,US,Kipnuk,PAKI,KPN
Koyuk Alfred Adams Airport,US,Koyuk,PAKK,KKA
King Salmon Airport,US,King Salmon,PAKN,AKN
Nikolski Air Station,US,Nikolski,PAKO,IKO
Anaktuvuk Pass Airport,US,Anaktuvuk Pass,PAKP,AKP
Ketchikan International Airport,US,Ketchikan,PAKT,KTN
Kaltag Airport,US,Kaltag,PAKV,KAL
Klawock Airport,US,Klawock,PAKW,KLW
Karluk Airport,US,Karluk,PAKY,KYK
Larsen Bay Airport,US,Larsen Bay,PALB,KLN
Kalskag Airport,US,Kalskag,PALG,KLG
Port Alsworth Airport,US,Port Alsworth,PALJ,PTA
Cape Lisburne LRRS Airport,US,Cape Lisburne,PALU,LUR
Manokotak Airport,US,Manokotak,PAMB,KMO
McGrath Airport,US,McGrath,PAMC,MCG
Minchumina Airport,US,Minchumina,PAMH,LMA
St Michael Airport,US,St Michael,PAMK,SMK
Manley Hot Springs Airport,US,Manley Hot Springs,PAML,MLY
Mountain Village Airport,US,Mountain Village,PAMO,MOU
Merrill Field,US,Anchorage,PAMR,MRI
Mekoryuk Airport,US,Mekoryuk,PAMY,MYU
Napakiak Airport,US,Napakiak,PANA,WNA
Ted Stevens Anchorage International Airport,US,Anchorage,PANC,ANC
Aniak Airport,US,Aniak,PANI,ANI
Nulato Airport,US,Nulato,PANU,NUL
Anvik Airport,US,Anvik,PANV,ANV
New Stuyahok Airport,US,New Stuyahok,PANW,KNW
Kobuk Airport,US,Kobuk,PAOB,OBU
Hoonah Airport,US,Hoonah,PAOH,HNH
Nome Airport,US,Nome,PAOM,OME
Toksook Bay Airport,US,Toksook Bay,PAOO,OOK
Northway Airport,US,Northway,PAOR,ORT
Ralph Wien Memorial Airport,US,Kotzebue,PAOT,OTZ
Nelson Lagoon Airport,US,Nelson Lagoon,PAOU,NLG
St George Airport,US,St George,PAPB,STG
Perryville Airport,US,Perryville,PAPE,KPV
Petersburg James A Johnson Airport,US,Petersburg,PAPG,PSG
Port Heiden Airport,US,Port Heiden,PAPH,PTH
Napaskiak Airport,US,Napaskiak,PAPK,PKA
Platinum Airport,US,Platinum,PAPM,PTU
Pilot Point Airport,US,Pilot Point,PAPN,PIP
Point Hope Airport,US,Point Hope,PAPO,PHO
Quinhagak Airport,US,Quinhagak,PAQH,KWN
Nuiqsut Airport,US,Nuiqsut,PAQT,NUI
Arctic Village Airport,US,Arctic Village,PARC,ARC
Russian Mission Airport,US,Russian Mission,PARS,RSH
Ruby Airport,US,Ruby,PARY,RBY
Savoonga Airport,US,Savoonga,PASA,SVA
Deadhorse Airport,US,Deadhorse,PASC,SCC
Sand Point Airport,US,Sand Point,PASD,SDP
Shishmaref Airport,US,Shishmaref,PASH,SHH
Sitka Rocky Gutierrez Airport,US,Sitka,PASI,SIT
Selawik Airport,US,Selawik,PASK,WLK
Sleetmute Airport,US,Sleetmute,PASL,SLQ
St Mary's Airport,US,St Mary's,PASM,KSM
St Paul Island Airport,US,St Paul Island,PASN,SNP
Seldovia Airport,US,Seldovia,PASO,SOV
Ralph M Calhoun Memorial Airport,US,Tanana,PATA,TAL
Tin City Long Range Radar Station Airport,US,Tin City,PATC,TNC
Teller Airport,US,Teller,PATE,TLA
Togiak Airport,US,Togiak Village,PATG,TOG
Atqasuk Edward Burnell Sr Memorial Airport,US,Atqasuk,PATQ,ATK
Unalakleet Airport,US,Unalakleet,PAUN,UNK
Chevak Airport,US,Chevak,PAVA,VAK
King Cove Airport,US,King Cove,PAVC,KVC
Valdez Pioneer Field,US,Valdez,PAVD,VDZ
Venetie Airport,US,Venetie,PAVE,VEE
Kivalina Airport,US,Kivalina,PAVL,KVL
Beaver Airport,US,Beaver,PAWB,WBQ
Wrangell Airport,US,Wrangell,PAWG,WRG
Wainwright Airport,US,Wainwright,PAWI,AIN
White Mountain Airport,US,White Mountain,PAWM,WMO
Noatak Airport,US,Noatak,PAWN,WTK
Yakutat Airport,US,Yakutat,PAYA,YAK
Akiak Airport,US,Akiak,PFAK,AKI
Allakaket Airport,US,Allakaket,PFAL,AET
Chenega Bay Airport,US,Chenega,PFCB,NCN
Clarks Point Airport,US,Clarks Point,PFCL,CLP
Elim Airport,US,Elim,PFEL,ELI
Kasigluk Airport,US,Kasigluk,PFKA,KUK
Kokhanok Airport,US,Kokhanok,PFKK,KNK
Kotlik Airport,US,Kotlik,PFKO,KOT
Brevig Mission Airport,US,Brevig Mission,PFKT,KTS
Koyukuk Airport,US,Koyukuk,PFKU,KYU
Kwethluk Airport,US,Kwethluk,PFKW,KWT
Robert (Bob) Curtis Memorial Airport,US,Noorvik,PFNO,ORV
Shaktoolik Airport,US,Shaktoolik,PFSH,SKK
Tok Junction Airport,US,Tok,PFTO,TKJ
South Naknek Number 2 Airport,US,South Naknek,PFWS,WSN
Fort Yukon Airport,US,Fort Yukon,PFYU,FYU
Hana Airport,US,Hana,PHHN,HNM
Kapalua Airport,US,Lahaina,PHJH,JHM
Ellison Onizuka Kona International Airport at Keahole,US,Kailua-Kona,PHKO,KOA
Lihue Airport,US,Lihue,PHLI,LIH
Kalaupapa Airport,US,Kalaupapa,PHLU,LUP
Molokai Airport,US,Kaunakakai,PHMK,MKK
Waimea Kohala Airport,US,Waimea (Kamuela),PHMU,MUE
Daniel K Inouye International Airport,US,"Honolulu, Oahu",PHNL,HNL
Lanai Airport,US,Lanai City,PHNY,LNY
Kahului International Airport,US,Kahului,PHOG,OGG
Hilo International Airport,US,Hilo,PHTO,ITO
Point Lay LRRS Airport,US,Point Lay,PPIZ,PIZ
Capitan Corbeta CA Curbelo International Airport,UY,Punta del Este,SULS,PDP
Carrasco General Cesáreo L. Berisso International Airport,UY,Ciudad de la Costa,SUMU,MVD
Namangan Airport,UZ,Namangan,UTFN,NMA
Nukus Airport,UZ,Nukus,UTNN,NCU
Urgench Airport,UZ,Urgench,UTNU,UGC
Navoi Airport,UZ,Navoi,UTSA,NVI
Bukhara International Airport,UZ,Bukhara,UTSB,BHK
Karshi Airport,UZ,Karshi,UTSK,KSQ
Sugraly Airport,UZ,Zarafshan,UTSN,AFS
Samarkand Airport,UZ,Samarkand,UTSS,SKD
Termez Airport,UZ,Termez,UTST,TMJ
Tashkent International Airport,UZ,Tashkent,UTTT,TAS
Zomin Airport,UZ,Zaamin,UTTZ,OMN
Argyle International Airport,VC,Kingstown,TVSA,SVD
J F Mitchell Airport,VC,Bequia,TVSB,BQU
Canouan Airport,VC,Canouan,TVSC,CIW
Mustique Airport,VC,Lovell,TVSM,MQS
Union Island International Airport,VC,Union Island,TVSU,UNI
General José Antonio Anzoategui International Airport,VE,Barcelona,SVBC,BLA
Barinas Airport,VE,Barinas,SVBI,BNS
Barquisimeto International Airport,VE,Barquisimeto,SVBM,BRM
Canaima Airport,VE,Canaima,SVCN,CAJ
General Francisco Bermúdez Airport,VE,Carúpano,SVCP,CUP
José Leonardo Chirinos Airport,VE,Coro,SVCR,CZE
Andrés Miguel Salazar Marcano Airport,VE,Isla de Coche,SVIE,ICC
Josefa Camejo International Airport,VE,Paraguaná,SVJC,LSP
La Chinita International Airport,VE,Maracaibo,SVMC,MAR
Del Caribe Santiago Mariño International Airport,VE,Isla Margarita,SVMG,PMV
Maiquetía Simón Bolívar International Airport,VE,Maiquetía,SVMI,CCS
José Tadeo Monagas International Airport,VE,Maturín,SVMT,MUN
General Manuel Carlos Piar International Airport,VE,Puerto Ordaz-Ciudad Guayana,SVPR,PZO
Los Roques Airport,VE,Gran Roque Island,SVRS,LRV
Mayor Buenaventura Vivas International Airport,VE,Santo Domingo,SVSO,STD
San Tomé Airport,VE,El Tigre,SVST,SOM
Arturo Michelena International Airport,VE,Valencia,SVVA,VLN
Juan Pablo Pérez Alfonso Airport,VE,El Vigía,SVVG,VIG
Dr. Antonio Nicolás Briceño Airport,VE,Valera,SVVL,VLV
Terrance B. Lettsome International Airport,VG,Beef Island,TUPJ,EIS
Virgin Gorda Airport,VG,Spanish Town,TUPW,VIJ
Cyril E. King Airport,VI,Charlotte Amalie,TIST,STT
Henry E Rohlsen Airport,VI,Christiansted,TISX,STX
Buon Ma Thuot Airport,VN,Buon Ma Thuot,VVBM,BMV
Chu Lai Airport,VN,Tam Nghĩa,VVCA,VCL
Cat Bi International Airport,VN,Haiphong (Hai An),VVCI,HPH
Cà Mau Airport,VN,Ca Mau City,VVCM,CAH
Cam Ranh International Airport / Cam Ranh Air Base,VN,Cam Ranh,VVCR,CXR
Con Dao Airport,VN,Con Dao,VVCS,VCS
Can Tho International Airport,VN,Can Tho,VVCT,VCA
Dien Bien Phu Airport,VN,Dien Bien Phu,VVDB,DIN
Dong Hoi Airport,VN,Dong Hoi,VVDH,VDH
Lien Khuong Airport,VN,Da Lat,VVDL,DLI
Da Nang International Airport,VN,Da Nang,VVDN,DAD
Noi Bai International Airport,VN,Hanoi (Soc Son),VVNB,HAN
Phu Bai International Airport,VN,Huế,VVPB,HUI
Phu Cat Airport,VN,Quy Nohn,VVPC,UIH
Pleiku Airport,VN,Pleiku,VVPK,PXU
Phu Quoc International Airport,VN,Phu Quoc Island,VVPQ,PQC
Rach Gia Airport,VN,Rach Gia,VVRG,VKG
Dong Tac Airport,VN,Tuy Hoa,VVTH,TBB
Tan Son Nhat International Airport,VN,Ho Chi Minh City,VVTS,SGN
Tho Xuan Airport,VN,Thanh Hóa,VVTX,THD
Van Don International Airport,VN,Van Don,VVVD,VDO
Vinh Airport,VN,Vinh,VVVH,VII
Sola Airport,VU,Sola,NVSC,SLH
Craig Cove Airport,VU,Craig Cove,NVSF,CCV
Longana Airport,VU,Longana,NVSG,LOD
Sara Airport,VU,Pentecost Island,NVSH,SSR
Tavie Airport,VU,Paama Island,NVSI,PBJ
Lamap Airport,VU,Lamap,NVSL,LPM
Lamen Bay Airport,VU,Lamen Bay,NVSM,LNB
Lonorore Airport,VU,Lonorore,NVSO,LNE
Norsup Airport,VU,Norsup,NVSP,NUS
Santo Pekoa International Airport,VU,Luganville,NVSS,SON
Tongoa Airport,VU,Tongoa Island,NVST,TGH
Valesdir Airport,VU,Epi Island,NVSV,VLS
Walaha Airport,VU,Walaha,NVSW,WLH
North West Santo Airport,VU,Olpoi,NVSZ,OLJ
Futuna Airport,VU,Futuna Island,NVVF,FTA
Bauerfield International Airport,VU,Port Vila,NVVV,VLI
Whitegrass Airport,VU,Tanna Island,NVVW,TAH
Pointe Vele Airport,WF,Futuna Island,NLWF,FUT
Hihifo Airport,WF,Wallis Island,NLWW,WLS
Faleolo International Airport,WS,Apia,NSFA,APW
Priština Adem Jashari International Airport,XK,Prishtina,BKPR,PRN
Aden International Airport,YE,Aden,OYAA,ADE
Al Ghaydah International Airport,YE,Al Ghaydah,OYGD,AAY
Riyan Mukalla International Airport,YE,Riyan,OYRN,RIY
Sanaa International Airport,YE,Sanaa,OYSN,SAH
Socotra International Airport,YE,Mori,OYSQ,SCT
Seiyun Hadhramaut International Airport,YE,Seiyun,OYSY,GXF
Ta'izz International Airport,YE,Ta'izz,OYTZ,TAI
Dzaoudzi Pamandzi International Airport,YT,Dzaoudzi,FMCZ,DZA
Bram Fischer International Airport,ZA,Bloemfontain,FABL,BFN
Cape Town International Airport,ZA,Cape Town,FACT,CPT
King Phalo Airport,ZA,East London,FAEL,ELS
George Airport,ZA,George,FAGG,GRJ
Hoedspruit Air Force Base Airport,ZA,Hoedspruit,FAHS,HDS
Kimberley Airport,ZA,Kimberley,FAKM,KIM
Kruger Mpumalanga International Airport,ZA,Mpumalanga,FAKN,MQP
Lanseria International Airport,ZA,Johannesburg,FALA,HLA
King Shaka International Airport,ZA,Durban,FALE,DUR
Margate Airport,ZA,Margate,FAMG,MGH
Mmabatho International Airport,ZA,Mafeking,FAMM,MBD
O.R. Tambo International Airport,ZA,Johannesburg,FAOR,JNB
Chief Dawid Stuurman International Airport,ZA,Gqeberha (Port Elizabeth),FAPE,PLZ
Hendrik Van Eck Airport,ZA,Phalaborwa,FAPH,PHW
Pietermaritzburg Airport,ZA,Pietermaritzburg,FAPM,PZB
Polokwane International Airport,ZA,Polokwane,FAPP,PTG
Richards Bay Airport,ZA,Richards Bay,FARB,RCB
Sishen Airport,ZA,Sishen,FASS,SIS
Pierre Van Ryneveld Airport,ZA,Upington,FAUP,UTN
K. D. Matanzima Airport,ZA,Mthatha,FAUT,UTT
Kasama Airport,ZM,Kasama,FLKS,KAA
Harry Mwanga Nkumbula International Airport,ZM,Livingstone,FLHN,LVI
Kenneth Kaunda International Airport,ZM,Lusaka,FLKK,LUN
Mfuwe Airport,ZM,Mfuwe,FLMF,MFU
Simon Mwansa Kapwepwe International Airport,ZM,Ndola,FLSK,NLA
Solwesi Airport,ZM,Solwesi,FLSW,SLI
Joshua Mqabuko Nkomo International Airport,ZW,Bulawayo,FVJN,BUQ
Victoria Falls International Airport,ZW,Victoria Falls,FVFA,VFA
